Attack_Flag,Fwd.Packet.Length.Min,Packet.Length.Variance,Avg.Fwd.Segment.Size,URG.Flag.Count,Active.Std,Down.Up.Ratio,Destination.Port,Idle.Min,Avg.Bwd.Segment.Size,Bwd.IAT.Total,Init_Win_bytes_backward,PSH.Flag.Count,Bwd.IAT.Max
1,0,12,0,0,0,1,1443,0,6,0,0,1,0
0,0,267.3333333,15.5,0,0,0,43345,0,6,0,0,0,0
0,0,445772.7602,49.81818182,0,0,0,443,0,601,848664,351,1,326900
1,2,5.333333333,2,0,0,1,3690,0,6,0,0,1,0
0,0,261660.0261,54.7,0,0,0,443,0,643.2857143,108922,343,1,67063
1,2,5.333333333,2,0,0,1,1025,0,6,0,0,1,0
1,0,12,0,0,0,1,6106,0,6,0,0,1,0
0,0,189385.3548,49.53333333,0,183787.0621,1,443,9794979,381.0625,60600000,16616,1,10100000
0,0,48.05,2.818181818,0,377830.3363,0,443,10000000,0,71300000,447,0,11000000
1,2,5.333333333,2,0,0,1,135,0,6,0,0,1,0
0,45,85.33333333,45,0,0,1,53,0,61,0,-1,0,0
1,2,5.333333333,2,0,0,1,2393,0,6,0,0,1,0
1,2,5.333333333,2,0,0,1,2008,0,6,0,0,1,0
0,0,238994.9697,211.8235294,0,38957.50914,1,80,9949537,144.7058824,110000000,16060,1,10000000
0,0,0,0,1,0,1,36650,0,0,0,338,0,0
0,35,6720,35,0,0,0,53,0,203,4,-1,0,4
0,39,76.8,39,0,0,1,53,0,55,3,-1,0,3
1,2,5.333333333,2,0,0,1,636,0,6,0,0,1,0
0,44,76.8,44,0,0,1,53,0,60,48,-1,0,48
1,0,12,0,0,0,1,2119,0,6,0,0,1,0
1,2,5.333333333,2,0,0,1,1972,0,6,0,0,1,0
0,60,4915.2,60,0,0,1,53,0,188,48,-1,0,48
0,0,0,0,1,0,1,44089,0,0,0,282,0,0
0,29,874.8,29,0,0,1,53,0,83,48,-1,0,48
1,0,12,0,0,0,1,199,0,6,0,0,1,0
1,0,12,0,0,0,1,50300,0,6,0,0,1,0
0,58,691.2,58,0,0,1,53,0,106,4,-1,0,4
1,0,12,0,0,0,1,2103,0,6,0,0,1,0
0,34,720.3,34,0,0,1,53,0,83,2,-1,0,2
1,0,12,0,0,0,1,9944,0,6,0,0,1,0
0,6,0,6,0,0,0,7974,0,0,0,-1,0,0
1,2,5.333333333,2,0,0,1,1122,0,6,0,0,1,0
0,0,283884.6667,422.75,0,0,1,80,0,61.8,40135,40,1,39706
0,0,239833.9,53.45454545,0,0,0,443,0,583.3333333,375443,32,1,187563
0,35,76.8,35,0,0,1,53,0,51,47,-1,0,47
1,0,12,0,0,0,1,57294,0,6,0,0,1,0
0,0,285623.9706,111.25,0,834470.8546,1,80,9995627,444,26600000,980,1,10000000
1,0,12,0,0,0,1,10025,0,6,0,0,1,0
0,43,3888,43,0,0,1,53,0,151,0,-1,0,0
1,2,5.333333333,2,0,0,1,2190,0,6,0,0,1,0
1,2,5.333333333,2,0,0,1,545,0,6,0,0,1,0
1,2,5.333333333,2,0,0,1,8085,0,6,0,0,1,0
0,58,16725.33333,58,0,0,1,53,0,282,0,-1,0,0
1,0,12,0,0,0,1,1154,0,6,0,0,1,0
1,0,12,0,0,0,1,3001,0,6,0,0,1,0
0,0,470.2380952,24.6,0,0,0,443,0,46,0,139,0,0
1,0,12,0,0,0,1,1300,0,6,0,0,1,0
0,47,1240.333333,47,0,0,1,53,0,108,0,-1,0,0
1,0,12,0,0,0,1,1218,0,6,0,0,1,0
0,39,907.5,39,0,0,1,53,0,94,48,-1,0,48
1,2,5.333333333,2,0,0,1,10003,0,6,0,0,1,0
0,35,1116.3,35,0,0,1,53,0,96,3,-1,0,3
0,6,0,6,0,0,0,57566,0,0,0,-1,0,0
1,0,12,0,0,0,1,16000,0,6,0,0,1,0
1,2,5.333333333,2,0,0,1,2099,0,6,0,0,1,0
1,2,5.333333333,2,0,0,1,16080,0,6,0,0,1,0
0,0,25875.15556,101.8333333,0,0,0,443,5343070,47.66666667,420403,258,1,309270
1,2,5.333333333,2,0,0,1,4899,0,6,0,0,1,0
1,0,12,0,0,0,1,199,0,6,0,0,1,0
0,6,12,6,0,0,1,34544,0,0,0,29200,0,0
0,51,1240.333333,51,0,0,1,53,0,112,0,-1,0,0
1,0,10.8,0,0,0,1,5678,18400000,6,18400000,0,1,18400000
1,2,5.333333333,2,0,0,1,9071,0,6,0,0,1,0
0,0,60663.64762,187.8,0,0,1,80,0,216.2,6009643,66,1,5001043
1,2,5.333333333,2,0,0,1,3003,0,6,0,0,1,0
0,52,3536.333333,52,0,0,1,53,0,155,0,-1,0,0
1,0,12,0,0,0,1,1108,0,6,0,0,1,0
1,0,12,0,0,0,1,1149,0,6,0,0,1,0
1,2,5.333333333,2,0,0,1,9917,0,6,0,0,1,0
1,0,12,0,0,0,1,4126,0,6,0,0,1,0
0,6,0,6,1,0,1,53931,0,6,0,256,0,0
1,2,5.333333333,2,0,0,1,8086,0,6,0,0,1,0
0,6,0,6,1,0,1,80,0,6,0,11,0,0
0,35,1968.3,35,0,0,1,53,0,116,3,-1,0,3
1,0,10.8,0,0,0,1,10629,36800000,6,36800000,0,1,36800000
0,6,0,6,0,0,0,55446,0,0,0,-1,0,0
1,0,12,0,0,0,1,6106,0,6,0,0,1,0
0,0,364816.5636,19,0,0,0,443,0,750.25,89082,222,1,88647
1,2,5.333333333,2,0,0,1,3869,0,6,0,0,1,0
1,2,5.333333333,2,0,0,1,2068,0,6,0,0,1,0
1,2,5.333333333,2,0,0,1,7741,0,6,0,0,1,0
1,0,12,0,0,0,1,49163,0,6,0,0,1,0
1,0,12,0,0,0,1,5555,0,6,0,0,1,0
0,42,2210.5,51.5,0,0,1,53,0,107.5,432708,-1,0,432702
0,53,1428.7,55.5,0,0,1,53,85000000,106,85000000,-1,0,85000000
1,2,5.333333333,2,0,0,1,8181,0,6,0,0,1,0
1,2,5.333333333,2,0,0,1,7778,0,6,0,0,1,0
1,0,12,0,0,0,1,2170,0,6,0,0,1,0
1,2,5.333333333,2,0,0,1,2179,0,6,0,0,1,0
0,41,367.5,41,0,0,1,53,0,76,4,-1,0,4
1,0,12,0,0,0,1,1007,0,6,0,0,1,0
1,0,12,0,0,0,1,1041,0,6,0,0,1,0
0,6,0,6,1,0,1,7271,0,6,0,256,0,0
1,0,12,0,0,0,1,119,0,6,0,0,1,0
1,2,5.333333333,2,0,0,1,481,0,6,0,0,1,0
1,0,12,0,0,0,1,27715,0,6,0,0,1,0
0,51,85.33333333,51,0,0,1,53,0,67,0,-1,0,0
0,0,10.28571429,0,0,0,1,8080,0,6,1001231,0,1,500825
1,2,5.333333333,2,0,0,1,5280,0,6,0,0,1,0
0,0,987971.4506,470.6,0,300383.4629,1,80,9999004,83.58333333,61500000,142,1,10100000
0,0,240602.3791,87.25,0,0,0,443,5568274,602.6,112227,60,1,60125
1,0,12,0,0,0,1,1862,0,6,0,0,1,0
0,43,1633.333333,43,0,0,1,53,0,113,0,-1,0,0
1,0,12,0,0,0,1,26214,0,6,0,0,1,0
1,0,12,0,0,0,1,5440,0,6,0,0,1,0
1,2,5.333333333,2,0,0,1,2382,0,6,0,0,1,0
1,0,12,0,0,0,1,3306,0,6,0,0,1,0
0,94,5461.333333,94,0,0,1,53,0,222,0,-1,0,0
0,0,41287.13258,30.52941176,0,74344.08886,0,80,9771264,106.5333333,110000000,288,1,10000000
0,53,1452,53,0,0,1,53,0,119,0,-1,0,0
0,48,0,48,0,0,1,123,0,48,0,-1,0,0
0,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,0,39812.15128,95.09090909,0,106151.7873,0,443,9998493,65.05882353,111000000,364,1,10000000
0,6,0,6,0,0,0,443,0,0,0,-1,0,0
1,0,10.28571429,0,0,0,1,8080,0,6,996647,0,1,499303
0,37,2017.2,37,0,0,1,53,0,119,3,-1,0,3
0,0,22596.69697,90.71428571,0,0,0,443,5864834,39.75,91580,939,1,63694
0,40,691.2,40,0,0,1,53,0,88,48,-1,0,48
0,6,1399.267857,47.5,0,0,0,52108,0,6,0,0,0,0
0,6,0,6,1,0,3,49666,0,6,5,2052,0,4
0,0,187468.1667,344.3333333,0,0,0,80,0,273,35373,131,1,35373
0,40,76.8,40,0,0,1,53,0,56,48,-1,0,48
0,6,0,6,0,0,0,49547,0,0,0,-1,0,0
0,31,76.8,31,0,0,1,53,0,47,49,-1,0,49
0,6,0,6,1,0,1,50807,0,6,0,254,0,0
0,0,0,0,1,0,1,80,0,0,0,1039,0,0
0,31,554.7,31,0,0,1,53,0,74,4,-1,0,4
0,39,76.8,39,0,0,1,53,0,55,48,-1,0,48
0,0,0,0,0,0,0,443,0,0,0,-1,0,0
0,0,470.2380952,24.6,0,0,0,443,0,46,0,187,0,0
0,0,0,0,1,0,0,54480,0,0,0,310,0,0
0,47,2430,47,0,0,1,53,0,137,12,-1,0,12
0,34,29016.3,34,0,0,1,53,0,345,4,-1,0,4
0,58,1037.142857,58,0,0,0,53,0,124,4,-1,0,4
0,41,1762,43.5,0,0,1,53,0,116,112020,-1,0,112020
0,0,450.25,25.33333333,0,0,0,59730,0,0,0,-1,0,0
0,23,0,23,0,0,1,53,0,23,1,-1,0,1
0,0,285052.9289,85.07692308,0,0,0,443,98600000,567.7777778,155057,978,1,63922
0,0,147887.7889,142.25,0,0,1,80,0,298.8,38318,4949,1,36014
0,0,0,0,1,0,1,39298,0,0,0,229,0,0
0,47,76.8,47,0,0,1,53,0,63,3,-1,0,3
0,41,367.5,41,0,0,1,53,0,76,3,-1,0,3
0,47,1045.333333,47,0,0,1,53,0,103,0,-1,0,0
0,0,0,0,0,0,0,38980,0,0,0,-1,0,0
0,6,0,6,0,0,0,80,0,0,0,-1,0,0
0,49,85.33333333,49,0,0,1,53,0,65,0,-1,0,0
0,34,1228.8,34,0,0,1,53,0,98,3,-1,0,3
0,0,0,0,0,0,1,443,0,0,0,362,0,0
0,0,0,0,1,0,1,443,0,0,0,252,0,0
0,44,811.2,44,0,0,1,53,0,96,48,-1,0,48
0,6,407184.0443,84.8,0,88331.22781,0,443,9547314,382.4615385,100000000,9216,0,10000000
0,30,2477.142857,30,0,0,0,53,0,132,4,-1,0,4
0,40,1116.3,40,0,0,1,53,0,101,1,-1,0,1
0,0,0,0,0,0,0,51054,0,0,0,-1,0,0
0,44,746.6666667,44,0,0,0,53,0,100,48,-1,0,48
0,47,645.3333333,47,0,0,1,53,0,91,0,-1,0,0
0,0,0,0,0,0,0,80,0,0,0,26847,1,0
0,0,1207951.812,935.7916667,0,0,1,80,0,746.6901408,14100000,211,1,10000000
0,0,221767.039,68.91666667,0,0,0,443,0,499.4444444,658952,34,1,199153
0,38,5713.2,38,0,0,1,53,0,176,1,-1,0,1
0,36,307.2,36,0,0,1,53,0,68,49,-1,0,49
0,0,0,0,0,0,0,80,0,0,0,-1,0,0
0,86,2241.333333,86,0,0,1,53,0,168,0,-1,0,0
0,48,0,48,0,0,1,123,57000000,48,65000000,-1,0,57000000
0,35,2017.2,35,0,0,1,53,0,117,4,-1,0,4
0,29,76.8,29,0,0,1,53,0,45,4,-1,0,4
0,0,10.8,4,0,0,0,80,0,0,0,29200,1,0
0,0,0,0,1,0,1,33074,0,0,0,237,0,0
0,0,207319.6495,68.8125,0,625217.452,0,443,58000000,464.1428571,117000000,118,1,58300000
0,41,1173.611111,41,0,0,1,53,0,106,2456,-1,0,2454
0,0,320420.5396,126.3333333,0,638803.0784,0,443,10000000,561.9565217,113000000,36792,1,10100000
0,35,76.8,35,0,0,1,53,0,51,49,-1,0,49
0,30,2539.2,30,0,0,1,53,0,122,49,-1,0,49
0,39,0,39,0,0,0,53,0,39,3,-1,0,3
0,49,85.33333333,49,0,0,1,53,0,65,0,-1,0,0
0,0,645989.9459,41.29545455,0,29654.3282,1,443,5403988,1205.492537,110000000,65,1,10000000
0,28,1009.2,28,0,0,1,53,0,86,4,-1,0,4
0,0,491411.85,348.6666667,0,0,0,88,0,522,1066,2081,1,848
0,6,0,6,0,0,0,3216,0,0,0,-1,0,0
0,38,1825.2,38,0,0,1,53,0,116,1,-1,0,1
0,0,22755.35606,90.71428571,0,0,0,443,0,42,119539,340,1,79007
0,48,0,48,0,0,1,123,69000000,48,69000000,-1,0,69000000
0,0,12812.03226,42.1875,0,78145.97167,0,80,9800629,18.28571429,111000000,344,1,10100000
0,6,0,6,1,0,4,88,0,6,3,0,0,1
0,40,76.8,40,0,0,1,53,0,56,48,-1,0,48
0,0,301956.3974,73.85714286,0,0,0,443,0,765.8,184634,512,1,95192
0,33,634.8,33,0,0,1,53,0,79,3,-1,0,3
0,29,243.8095238,29,0,0,0,53,0,61,3,-1,0,3
0,45,1687.5,45,0,0,1,53,0,120,48,-1,0,48
0,0,34812.12121,59.72222222,0,250085.4086,0,80,9997989,80.2,111000000,349,1,10000000
0,51,235.2,51,0,0,1,53,0,79,3,-1,0,3
0,6,0,6,0,0,0,80,0,0,0,-1,0,0
0,34,19660.8,34,0,0,1,53,0,290,4,-1,0,4
0,0,257506.4751,298.7407407,0,0,0,445,10700000,160.3636364,10700000,2050,1,10700000
0,6,0,6,1,0,1,51147,0,6,0,256,0,0
0,90,76.8,90,0,0,1,53,0,106,3,-1,0,3
0,44,894.2,50,0,0,1,53,53000000,98.5,53400000,-1,0,53400000
0,6,0,6,1,0,1,3748,0,6,0,256,0,0
0,0,0,0,1,0,1,52130,0,0,0,237,0,0
0,0,291573.859,53.71428571,0,0,0,443,0,701.6,88013,60,1,85399
0,0,297901.6737,103.8,0,0,0,443,0,668.8888889,2510635,31,1,2001188
0,45,3537.7,45.5,0,0,1,53,0,147.5,4094894,-1,0,4094894
0,0,131858.205,48.27272727,0,37855.3857,0,443,5495041,254.5789474,111000000,1006,1,10000000
0,37,4915.2,37,0,0,1,53,0,165,4,-1,0,4
0,34,410.7,34,0,0,1,53,0,71,4,-1,0,4
0,0,281714.2647,189,0,0,1,443,10000000,545.6666667,11000000,14235,1,10000000
0,0,456.3333333,18.5,0,0,0,51880,0,0,0,-1,0,0
0,46,3267,46,0,0,1,53,0,145,0,-1,0,0
0,45,1306.8,45,0,0,1,53,0,111,4,-1,0,4
0,33,750,33,0,0,1,53,0,83,3,-1,0,3
0,34,3370.8,34,0,0,1,53,0,140,49,-1,0,49
0,58,5461.333333,58,0,0,1,53,0,186,0,-1,0,0
0,57,5461.333333,57,0,0,1,53,0,185,0,-1,0,0
0,0,0,0,1,0,1,22,0,0,0,243,0,0
0,40,1080,40,0,0,1,53,0,100,16,-1,0,16
0,0,34201.15789,116.7777778,0,0,1,443,0,106.9,1105395,118,1,888665
0,31,307.2,31,0,0,1,53,0,63,3,-1,0,3
0,47,76.8,47,0,0,1,53,0,63,4,-1,0,4
0,39,2523,39,0,0,1,53,0,126,0,-1,0,0
0,38,76.8,38,0,0,1,53,0,54,2,-1,0,2
0,44,907.5,44,0,0,1,53,0,99,3,-1,0,3
0,32,76.8,32,0,0,1,53,0,48,2,-1,0,2
0,34,60.95238095,34,0,0,0,53,0,50,3,-1,0,3
0,6,47766.25862,153.7692308,0,0,1,443,27200000,27.6,436362,869,0,77055
0,6,0,6,1,0,3,135,0,6,4,2052,0,3
0,0,192005.6473,43,0,81624.84755,0,443,9697937,410.9285714,60200000,114,1,10100000
0,55,1289.2,57.5,0,0,1,53,0,122,3184590,-1,0,3184590
0,0,57449.78495,64.97560976,0,0,1,22,0,158.0454545,293048,243,1,88627
0,6,0,6,0,0,0,443,0,0,0,-1,0,0
0,36,2270.7,36,0,0,1,53,0,123,48,-1,0,48
0,0,62328.26667,92.9,0,0,0,443,0,188.6,107464,351,1,37514
0,0,0,0,1,0,1,35520,0,0,0,343,0,0
0,47,85.33333333,47,0,0,1,53,0,63,0,-1,0,0
0,47,780.3,47,0,0,1,53,0,98,3,-1,0,3
0,6,0,6,1,0,2,49902,0,6,1,250,0,1
0,0,0,0,1,0,1,80,0,0,0,972,0,0
0,46,3039.2,46.5,0,0,1,53,59800000,118,60200000,-1,0,60200000
0,0,16826.26786,68.8,0,0,0,80,0,114.5,78219,127,1,78219
0,6,0,6,1,0,1,4846,0,6,0,16560,0,0
0,54,1045.333333,54,0,0,1,53,0,110,0,-1,0,0
0,66,261.3333333,66,0,0,1,53,0,94,0,-1,0,0
0,32,1777.777778,32,0,0,1,53,0,112,5378,-1,0,5327
0,0,257936.389,78.54545455,0,515730.2893,0,80,8248145,373.9047619,112000000,1039,1,10200000
0,0,332.7,14.33333333,0,0,0,51725,0,6,0,0,0,0
0,0,291573.859,53.71428571,0,0,0,443,0,701.6,109614,60,1,104658
0,30,2539.2,30,0,0,1,53,0,122,4,-1,0,4
0,6,0,6,1,0,1,3318,0,6,0,16404,0,0
0,48,0,48,0,0,1,123,0,48,0,-1,0,0
0,6,240.25,16.33333333,0,0,0,465,0,0,0,-1,0,0
0,0,0,0,1,0,1,37038,0,0,0,499,0,0
0,43,3072,43,0,0,1,53,0,139,0,-1,0,0
0,6,0,6,0,0,1,52044,0,6,0,258,0,0
0,45,2822.7,45,0,0,1,53,0,142,50,-1,0,50
0,55,0,55,0,0,1,53,0,55,0,-1,0,0
0,0,280635.6703,47.75,0,0,0,443,5325071,606.4,180064,30016,1,92124
0,37,480,37,0,0,1,53,0,77,4,-1,0,4
0,0,282001.7739,300.24,0,0,0,445,14000000,121,14200000,2051,1,14200000
0,56,481.3333333,56,0,0,1,53,0,94,0,-1,0,0
0,6,0,6,1,0,1,50758,0,6,0,333,0,0
0,6,0,6,0,0,0,80,0,0,0,-1,0,0
0,0,26056,110.5,0,0,0,80,0,3,4904048,946,1,4904048
0,78,4915.2,78,0,0,1,53,0,206,48,-1,0,48
0,41,750,41,0,0,1,53,0,91,1,-1,0,1
0,36,811.2,36,0,0,1,53,0,88,49,-1,0,49
0,0,266478.7353,62,0,0,0,443,0,568.875,56576,61,1,29730
0,6,0,6,0,0,0,443,0,0,0,-1,0,0
0,0,12,0,1,0,1,35902,0,6,0,0,0,0
0,0,267.3333333,15.5,0,0,0,60606,0,6,0,0,0,0
0,47,23232,47,0,0,1,53,0,311,0,-1,0,0
0,29,19660.8,29,0,0,1,53,0,285,3,-1,0,3
0,28,19660.8,28,0,0,1,53,0,284,4,-1,0,4
0,39,1080,39,0,0,1,53,0,99,3,-1,0,3
0,23,0,23,0,0,1,53,0,23,3,-1,0,3
0,0,0,0,0,0,0,443,0,0,0,-1,0,0
0,6,0,6,0,0,0,53164,0,0,0,-1,0,0
0,0,367797.9974,271.35,0,1002247.027,0,443,6327199,194.2631579,110000000,21900,1,10000000
0,0,0,0,1,0,1,38380,0,0,0,229,0,0
0,43,1067.777778,43,0,0,1,53,0,105,29834,-1,0,29827
0,0,0,0,0,0,0,443,0,0,0,-1,0,0
0,6,0,6,1,0,1,2475,0,6,0,256,0,0
0,6,0,6,0,0,0,51954,0,0,0,-1,0,0
0,6,1413160.333,1035.5,0,0,0,64224,0,0,0,-1,0,0
0,0,275926.8667,65.11111111,0,0,0,443,5699144,671,308594,4913,1,167038
0,0,38507.6625,142.4285714,0,0,1,443,9980096,93.5,10400000,239,1,9999264
0,42,1080,42,0,0,1,53,0,102,3,-1,0,3
0,54,972,54,0,0,1,53,0,108,0,-1,0,0
0,30,2477.142857,30,0,0,0,53,0,132,3,-1,0,3
0,6,0,6,1,0,1,50851,0,6,0,253,0,0
0,29,9610,29,0,0,1,53,0,215,55827,-1,0,55775
0,0,148026.2256,150.8709677,0,1706616.359,1,443,8400424,358.6585366,69800000,428,1,58400000
0,0,288418.2763,319.12,0,0,0,445,10700000,168.4,10700000,2051,1,10700000
0,0,3799921.562,77.1682243,0,530636.393,1,443,9768382,2269.458333,112000000,1525,1,10000000
0,0,0,0,0,0,0,50142,0,0,0,-1,0,0
0,0,1314213.962,1319.071429,0,0,0,34779,0,4,23858,357,1,23634
0,53,711.2,72.5,0,0,1,53,44800000,117,44800000,-1,0,44800000
0,43,7178.8,45,0,0,1,53,0,173,1606736,-1,0,1606736
0,23,0,23,0,0,1,53,0,23,1,-1,0,1
0,52,1728,52,0,0,1,53,0,124,0,-1,0,0
0,6,9,6,0,0,0,443,0,0,0,118,0,0
0,36,4915.2,36,0,0,1,53,0,164,3,-1,0,3
0,6,0,6,1,0,1,1469,0,6,0,16233,0,0
0,43,974.7,43,0,0,1,53,0,100,48,-1,0,48
0,6,0,6,1,0,1,53014,0,6,0,256,0,0
0,48,0,48,0,0,1,123,0,48,0,-1,0,0
0,0,0,0,1,0,1,80,0,0,0,110,0,0
0,0,468248.7619,330.1666667,0,0,0,443,0,571,1346327,513,1,984740
0,6,82198.39839,180.0571429,0,28860.62566,1,443,9999135,238.3428571,111000000,65535,0,10100000
0,0,10.8,4,0,0,0,80,0,0,0,42780,1,0
0,0,0,0,0,0,0,443,0,0,0,-1,0,0
0,46,2116.8,46,0,0,1,53,0,130,4,-1,0,4
0,38,2116.8,38,0,0,1,53,0,122,3,-1,0,3
0,0,228.1666667,7.4,0,0,0,443,0,0,0,-1,0,0
0,37,480,37,0,0,1,53,0,77,3,-1,0,3
0,0,3913.858065,26.25,0,27962.5687,0,80,9987016,8.714285714,110000000,343,1,10100000
0,39,1228.8,39,0,0,1,53,0,103,48,-1,0,48
0,33,3307.5,33,0,0,1,53,0,138,3,-1,0,3
0,0,314600.6092,269.9565217,0,624514.7091,0,443,9256938,345.7777778,61900000,136,1,10300000
0,6,156.25,14.33333333,0,0,0,50496,0,0,0,-1,0,0
0,44,1116.3,44,0,0,1,53,0,105,3,-1,0,3
0,61,1037.142857,61,0,0,0,53,0,127,3,-1,0,3
0,6,0,6,1,0,1,50867,0,6,0,253,0,0
0,55,1083,55,0,0,1,53,0,112,0,-1,0,0
0,0,0,0,0,0,1,50334,0,0,0,309,0,0
0,0,60784.57343,74.91428571,0,0,1,22,0,167.5714286,599752,245,1,193433
0,32,2822.7,32,0,0,1,53,0,129,3,-1,0,3
0,47,1190.7,47,0,0,1,53,0,110,49,-1,0,49
0,0,0,0,1,0,1,443,0,0,0,127,0,0
0,34,607.5,34,0,0,1,53,0,79,5,-1,0,5
0,0,954534.1828,30.2,0,0,1,80,0,1555.75,8851704,130,1,8134295
0,34,720.3,34,0,0,1,53,0,83,47,-1,0,47
0,48,0,48,0,0,1,123,0,48,0,-1,0,0
0,0,194592.7973,81.88235294,0,263436.874,0,443,58200000,412.7333333,118000000,33,1,59000000
0,36,76.8,36,0,0,1,53,0,52,3,-1,0,3
0,0,468285.3881,36.8,0,81487.69257,1,443,58000000,1066.848485,116000000,32,1,58200000
0,6,0,6,1,0,2,389,0,6,3,0,0,3
0,0,465043.2573,829.4545455,0,0,0,80,0,25.42857143,475459,4608,1,193561
0,37,0,37,1,0,0,443,0,0,0,-1,0,0
0,0,165495.8462,48.15384615,0,100633.3158,0,443,57800000,356,117000000,176,1,58700000
0,0,0,0,1,0,1,80,0,0,0,32,0,0
0,35,307.2,35,0,0,1,53,0,67,3,-1,0,3
0,43,1298.3,45.5,0,0,1,53,41400000,94,41700000,-1,0,41700000
0,43,2133.333333,43,0,0,1,53,0,123,0,-1,0,0
0,40,145.2,40,0,0,1,53,0,62,1,-1,0,1
0,77,2241.333333,77,0,0,1,53,0,159,0,-1,0,0
0,43,5964.3,43,0,0,1,53,0,184,4,-1,0,4
0,0,628908.2857,144.3333333,0,0,1,80,0,569.75,408256,237,1,406996
0,38,4465.2,38,0,0,1,53,0,160,4,-1,0,4
0,6,0,6,0,0,0,4008,0,0,0,-1,0,0
0,6,0,6,1,0,0,40916,0,6,0,381,0,0
0,0,108086.1668,105.3611111,0,0,1,443,58700000,340.35,61600000,8192,1,58700000
0,0,132713.6026,95.83333333,0,0,1,443,0,251.8333333,217965,17,1,108829
0,0,188789.4571,78.11111111,0,0,1,443,0,359.0909091,5032267,254,1,2027009
0,37,480,37,0,0,1,53,0,77,3,-1,0,3
0,6,0,6,0,0,0,80,0,0,0,-1,0,0
0,0,445.5,25.66666667,0,0,0,42368,0,6,4,0,0,4
0,34,974.7,34,0,0,1,53,0,91,48,-1,0,48
0,30,3121.2,30,0,0,1,53,0,132,65,-1,0,65
0,0,0,0,1,0,1,48360,0,0,0,622,0,0
0,0,0,0,1,0,0,80,0,0,0,-1,0,0
0,86,2352,86,0,0,1,53,0,170,0,-1,0,0
0,0,0,0,0,0,0,50591,0,0,0,32832,0,0
0,0,95738.8515519568,63.35,0,167729.482928966,0,443,9799591,183.5555555556,111576180,5504,1,10117615
0,53,1306.8,53,0,0,1,53,0,119,4,-1,0,4
0,41,76.8,41,0,0,1,53,0,57,49,-1,0,49
0,6,0,6,0,0,0,80,0,0,0,-1,0,0
0,38,1228.8,38,0,0,1,53,0,102,49,-1,0,49
0,32,720.3,32,0,0,1,53,0,81,4,-1,0,4
0,6,0,6,1,0,1,53718,0,6,0,64181,0,0
0,51,1116.3,51,0,0,1,53,0,112,3,-1,0,3
0,0,168.2,7.25,0,0,0,443,0,0,0,-1,0,0
0,49,5461.3333333333,49,0,0,1,53,0,177,0,-1,0,0
0,0,314350.157142857,88,0,222049.203669667,1,443,9800605,513.2727272727,30079241,245,1,10025401
0,0,146404.060606061,148,0,0,0,443,0,193.2,127751,8192,1,66605
0,55,27648,55,0,0,1,53,0,343,0,-1,0,0
0,0,0,0,1,0,1,64382,0,0,0,32832,0,0
0,0,10.8,4,0,0,0,80,0,0,0,4380,1,0
0,0,267.3333333333,15.5,0,0,0,59049,0,6,0,0,0,0
0,56,1240.3333333333,56,0,0,1,53,0,117,0,-1,0,0
0,0,0,0,1,0,1,443,0,0,0,357,0,0
0,0,35918.8451612903,32.625,0,98958.6809775584,0,80,9999525,70.3571428571,110952675,119,1,10100716
0,30,6049.2,30,0,0,1,53,0,172,2,-1,0,2
0,0,10.8,4,0,0,0,80,0,0,0,65535,1,0
0,0,394440.329545455,88.2222222222,0,0,0,443,0,872.5,352875,362,1,175575
0,0,98264.2727272727,192.6,0,13935.6604436245,1,80,9035535,112,69484937,113,1,45051558
0,0,456.3333333333,18.5,0,0,0,443,0,0,0,122,0,0
0,6,0,6,0,0,0,80,0,0,0,-1,0,0
0,35,874.8,35,0,0,1,53,0,89,3,-1,0,3
0,0,485638.728531073,43.4,0,161776.132040545,0,443,58143963,919.2068965517,116802132,126,1,58407140
0,0,375583.144153226,43.9375,0,228396.231374703,0,443,9997976,464.6666666667,65548874,235,1,10080178
0,38,504.3,38,0,0,1,53,0,79,49,-1,0,49
0,0,10.8,4,0,0,0,80,0,0,0,29200,1,0
0,6,0,6,1,0,1,80,0,6,0,512,0,0
0,0,391.3333333333,18.5,0,0,0,53308,0,6,0,0,0,0
0,44,750,44,0,0,1,53,0,94,4,-1,0,4
0,0,26071.6766666667,44.4166666667,0,36821.1125064722,1,80,9996910,52.4166666667,90104349,60,1,10112717
0,54,972,54,0,0,1,53,0,108,0,-1,0,0
0,6,0,6,0,0,0,52988,0,0,0,-1,0,0
0,30,6750,30,0,0,1,53,0,180,4,-1,0,4
0,6,320.3333333333,21.5,1,0,0,49658,0,6,0,0,0,0
0,42,2822.7,42,0,0,1,53,0,139,3,-1,0,3
0,6,0,6,0,0,0,80,0,0,0,-1,0,0
0,44,750,44,0,0,1,53,0,94,46,-1,0,46
0,0,175280.064516129,83.75,0,438878.103529177,0,443,9882931,380.5333333333,61409554,118,1,10131410
0,6,208.3333333333,18.5,0,0,0,64953,0,0,0,-1,0,0
0,51,1116.3,51,0,0,1,53,0,112,3,-1,0,3
0,42,1333,47.5,0,0,1,53,65818851,101,65879533,-1,0,65879533
0,36,8772.3,36,0,0,1,53,0,207,4,-1,0,4
0,0,456.3333333333,18.5,0,0,0,55868,0,0,0,-1,0,0
0,0,244962.221052632,183.6666666667,0,0,1,443,0,594.1,7987315,32160,1,4999465
