Flow.Bytes,act_data_pkt_fwd,PSH.Flag.Count,Avg.Bwd.Segment.Size,Bwd.Packet.Length.Std,Bwd.Packet.Length.Min,min_seg_size_forward,Active.Std,Active.Max
4138,5,1,630.3333333333,677.217148828,0,20,0,0
0,0,0,0,0,0,32,0,0
0,0,0,0,0,0,32,0,0
234,1,0,82,0,82,20,0,0
128,0,0,72,0,72,20,0,0
314,1,0,110,0,110,20,0,0
6458,2,1,538.6666666667,834.4988116628,0,32,0,0
37,0,0,0,0,0,32,0,0
12,0,0,6,0,6,20,0,0
12,1,0,0,0,0,20,0,0
742,1,0,326,0,326,20,0,0
0,0,0,0,0,0,32,0,0
1126,3,1,80.5,169.5051621633,0,32,0,0
224,1,0,79,0,79,32,0,0
12,0,0,6,0,6,20,0,0
0,0,0,0,0,0,32,0,0
106,0,0,61,0,61,32,0,0
517,2,0,119.3333333333,41.2350983185,73,32,15813.0289476748,23354
362,3,0,103,0,103,20,0,0
136,0,0,84,0,84,20,0,0
147,0,0,102,0,102,32,0,0
9452,37,1,153.2272727273,312.1874707821,0,20,0,0
401,0,0,356,0,356,44,0,0
128,0,0,78,0,78,20,0,0
185,0,0,130,0,130,20,0,0
202,0,0,146,0,146,20,0,0
12,0,0,6,0,6,20,0,0
430,1,0,178,0,178,32,0,0
4833,11,1,521.8571428571,647.9031379693,0,20,0,0
226,0,0,177,0,177,32,0,0
12,1,0,0,0,0,20,0,0
270,1,0,101,0,101,32,0,0
262,1,0,96,0,96,32,0,0
1111,9,1,66.8,194.3838127691,0,20,33599.3923913315,125004
116,0,0,66,0,66,32,0,0
4748,4,1,201.0588235294,437.1670834172,0,32,64561.0624783494,247150
148,0,0,100,0,100,40,0,0
188,1,0,55,0,55,20,0,0
14667,24,1,394.76,600.3057054535,0,20,190459.553289338,674918
0,0,0,0,0,0,32,0,0
204,1,0,59,0,59,32,0,0
72280,4,1,1324.8703703704,1025.5826516337,0,32,88416.7327436077,310156
142,0,0,100,0,100,32,0,0
0,0,0,0,0,0,32,0,0
4,1,1,0,0,0,24,0,0
258,1,0,93,0,93,20,0,0
171,0,0,113,0,113,32,0,0
16,1,1,6,0,6,24,0,0
4,1,1,0,0,0,24,0,0
12,0,1,1.2,2.529822128,0,36,2126090.486,3006750
175,0,0,118,0,118,40,0,0
256,1,0,90,0,90,20,0,0
6384,12,1,376.1333333,651.7936644,0,20,207542.5986,614823
6194,4,1,252,501.1586575,0,32,127240.6711,469537
0,0,0,0,0,0,32,0,0
3231,1,1,777.5,671.0238446,0,32,0,0
12,1,0,0,0,0,20,0,0
0,0,0,0,0,0,32,0,0
16,1,1,6,0,6,24,0,0
45206,19,1,1757.96,1105.634376,0,20,0,0
0,0,0,0,0,0,32,0,0
0,0,0,0,0,0,32,0,0
785,3,1,37.5,75,0,32,0,440209
1296,1,1,214.75,429.5,0,32,0,0
352,3,0,116,0,116,32,0,0
1360,1,1,229.75,459.5,0,32,0,0
0,0,0,0,0,0,32,0,0
16,1,1,6,0,6,24,0,0
4014,3,1,609.8333333,703.075079,0,32,0,219303
292,1,0,105,0,105,32,0,0
324,1,0,132,0,132,32,0,0
12,0,0,6,0,6,20,0,0
12,1,0,0,0,0,20,0,0
192,0,0,149,0,149,32,0,0
31,0,0,0,0,0,32,0,0
253,2,0,0,0,0,20,0,0
314,1,0,107,0,107,32,0,0
262,1,0,85,0,85,20,0,0
648,3,0,132,0,132,20,0,0
382,1,0,158,0,158,32,0,0
12,0,0,6,0,6,20,0,0
16,1,1,6,0,6,24,0,0
279,6,0,46,0,46,20,12.72792206,77931
4653,4,1,395,587.483144,0,32,0,0
220,0,0,176,0,176,32,0,0
201,0,0,144,0,144,32,0,0
1939,4,1,85.14285714,167.7860032,0,32,71151.91275,117703
240,1,0,88,0,88,20,0,0
140,0,0,91,0,91,20,0,0
164,1,0,49,0,49,20,0,0
172,1,0,51,0,51,32,0,0
4,1,1,0,0,0,24,0,0
173,0,0,126,0,126,20,0,0
96,0,0,48,0,48,32,0,0
418,1,0,170,0,170,32,0,0
181,4,0,46,0,46,20,0,77873
16,1,1,6,0,6,24,0,0
376,1,0,143.5,47.37615434,110,20,0,61625
16,1,1,6,0,6,24,0,0
16,1,0,2,0,2,20,0,0
5016,13,1,302.6923077,569.6174717,2,20,93858.29611,314541
0,0,0,0,0,0,32,0,0
279,6,0,46,0,46,20,0,86810
8395,4,1,578.25,665.6325939,0,32,0,320204
0,0,0,0,0,0,32,0,0
6264,13,1,398.5384615,570.2849603,0,20,0,0
236,1,0,83,0,83,32,0,0
440,1,0,174,0,174,32,0,0
16,1,1,6,0,6,24,0,0
13362,4,1,499.8,794.4286536,0,32,305221.1799,733477
0,0,0,0,0,0,32,0,0
181,0,0,136,0,136,32,0,0
68694,41,1,1188.526316,827.8192976,0,20,45780.64884,189777
832,10,1,42.54545455,137.1483603,0,20,127380.5694,431681
16,1,1,6,0,6,24,0,0
16,1,0,2,0,2,20,0,0
6288,8,1,445.4545455,731.7474105,0,20,0,0
83,2,0,0,0,0,20,0,0
270,0,0,176,0,176,20,0,0
4,1,1,0,0,0,24,0,0
16,1,1,6,0,6,24,0,0
0,0,0,0,0,0,32,0,0
337,1,0,115,25.45584412,97,32,0,31503
18,2,0,0,0,0,20,0,0
12,1,0,0,0,0,20,0,0
12,0,0,6,0,6,20,0,0
157,0,0,111,0,111,32,0,0
16,1,1,6,0,6,24,0,0
4500,8,1,441.8888889,600.3041822,0,20,0,0
176,1,0,52,0,52,20,0,0
12,1,0,0,0,0,20,0,0
228,1,0,65,0,65,20,0,0
7198,4,1,343.5882353,549.7805311,0,32,318690.1475,831724
282,1,0,103,0,103,20,0,0
0,0,0,0,0,0,32,0,0
110,0,0,71,0,71,40,0,0
384,3,0,132,0,132,20,0,0
6624,3,1,313.0588235,653.4061209,0,32,1688335.931,5636392
0,0,0,0,0,0,32,0,0
3231,1,1,777.5,671.0238446,0,32,0,0
1371,5,1,50.85714286,71.452615,0,20,0,0
212,1,0,61,0,61,32,0,0
4,1,1,0,0,0,24,0,0
204,1,0,67,0,67,32,0,0
216,0,0,150,0,150,32,0,0
0,0,0,0,0,0,32,0,0
160,0,0,112,0,112,40,0,0
262,1,0,86,0,86,32,0,0
4,1,1,0,0,0,24,0,0
0,0,1,0,0,0,32,0,0
31,0,0,0,0,0,32,0,0
420,3,0,134,0,134,20,0,0
266,1,0,94,0,94,32,0,0
12,1,0,0,0,0,20,0,0
4,1,1,0,0,0,24,0,0
288,1,0,100,0,100,20,0,0
370,1,0,146,0,146,32,0,0
228,1,0,71,0,71,32,0,0
392,1,0,155,0,155,20,0,0
4,1,1,0,0,0,24,0,0
0,0,1,0,0,0,32,0,0
0,0,0,0,0,0,32,0,0
156,0,0,94,0,94,40,0,0
12,1,0,0,0,0,20,0,0
308,1,0,124,0,124,40,0,0
614,12,1,17.52,15.98468017,0,32,0,0
482,1,0,184.5,2.121320344,183,32,0,61378
181,4,0,46,0,46,20,0,233752
548,1,0,233,0,233,20,0,0
12,1,0,0,0,0,20,0,0
4,1,1,0,0,0,24,0,0
4,1,1,0,0,0,24,0,0
4,1,1,0,0,0,24,0,0
16,1,1,6,0,6,24,0,0
4,1,1,0,0,0,24,0,0
4,1,1,0,0,0,24,0,0
326,1,0,128,0,128,40,0,0
4996,3,1,348.5833333,555.6922723,0,32,151875.0977,368112
82,1,0,6,0,6,32,0,0
164,0,0,110,0,110,32,0,0
0,0,0,0,0,0,32,0,0
0,0,0,0,0,0,32,0,0
12,0,0,6,0,6,20,0,0
4,1,1,0,0,0,24,0,0
468,1,0,156,0,156,32,0,0
324,1,0,110,0,110,20,0,0
4,1,1,0,0,0,24,0,0
184,0,0,138,0,138,20,0,0
1613,2,1,277,546.007326,0,20,0,0
30905,21,0,261.4210526,496.9238928,0,32,935304.9887,1402814
4,1,1,0,0,0,24,0,0
282,1,0,103,0,103,32,0,0
247,1,0,0,0,0,20,0,0
6626,4,1,288,527.7705841,0,32,34596.9883,165153
12,1,0,0,0,0,20,0,0
1177,1,1,24.41666667,84.58181444,0,32,73062.23185,426952
49,2,0,6,0,6,20,0,0
4466,7,1,680,735.9410302,0,20,0,184964
4653,4,1,359.0909091,569.9183195,0,32,0,0
14073,13,1,887.2666667,939.1352,0,20,208624.8466,432320
24,0,0,6,0,6,20,0,0
3491,3,0,6,0,6,32,0,0
212,1,0,69,0,69,32,0,0
12,1,0,0,0,0,20,0,0
12,0,0,6,0,6,20,0,0
157,0,0,113,0,113,32,0,0
4,1,1,0,0,0,24,0,0
49,2,0,6,0,6,20,0,0
344,1,0,128,0,128,20,0,0
508,3,0,162,0,162,20,0,0
208,1,0,60,0,60,20,0,0
4,1,1,0,0,0,24,0,0
181,4,0,46,0,46,20,0,0
148,1,0,45,0,45,20,0,0
12,1,0,0,0,0,20,0,0
128,0,0,72,0,72,20,0,0
0,0,0,0,0,0,32,0,0
238,1,0,80,0,80,20,0,0
384,3,0,128,0,128,20,0,0
16,1,1,6,0,6,24,0,0
16,1,1,6,0,6,24,0,0
4,1,1,0,0,0,24,0,0
279,6,0,46,0,46,20,0,93466
12,0,0,6,0,6,20,0,0
228,1,0,65,0,65,20,0,0
300,1,0,105,0,105,32,0,0
268,1,0,83,0,83,20,0,0
0,0,0,0,0,0,32,0,0
5698,3,1,638.5,654.5687784,0,32,0,399851
204,0,0,148,0,148,32,0,0
82409,3,1,1423.357143,1076.245856,0,32,127668.2572,447421
16,1,1,6,0,6,24,0,0
12,1,0,0,0,0,20,0,0
16,1,1,6,0,6,24,0,0
6007,7,1,387.3076923,574.3652126,0,32,0,0
4863,3,1,577.1428571,668.4610257,0,32,0,0
12,1,0,0,0,0,20,0,0
228,1,0,77,0,77,20,0,0
12,0,0,6,0,6,20,0,0
186,0,0,123,0,123,20,0,0
4,1,1,0,0,0,24,0,0
4,1,1,0,0,0,24,0,0
0,0,0,0,0,0,32,0,0
12,2,1,0,0,0,20,0,0
196,1,0,57,0,57,20,0,0
169,2,0,46,0,46,32,0,33739
16,1,1,6,0,6,24,0,0
224,1,0,83,0,83,32,0,0
506,3,0,163,0,163,20,0,0
16,1,1,6,0,6,24,0,0
516,1,0,225,0,225,32,0,0
340,1,0,135,0,135,20,0,0
16,1,1,6,0,6,24,0,0
0,0,0,0,0,0,32,0,0
362,1,0,143,0,143,32,0,0
248,0,0,199,0,199,32,0,0
4,1,1,0,0,0,24,0,0
18,1,0,6,0,6,20,0,0
485,3,1,25.66666667,44.61688768,0,32,0,426409
0,0,0,0,0,0,32,0,0
4,1,1,0,0,0,24,0,0
0,0,0,0,0,0,32,0,0
12,1,0,0,0,0,20,0,0
12,2,1,0,0,0,20,0,0
1183,1,1,53.28571429,199.3768865,0,32,18035.27406,96199
218,0,0,142,0,142,32,0,0
328,1,0,116,7.071067812,111,20,0,61467
1316,2,1,218,428.0093457,0,20,0,0
4,1,1,0,0,0,24,0,0
12,1,0,0,0,0,20,0,0
542,3,0,203,0,203,20,0,0
4,1,1,0,0,0,24,0,0
250,1,0,91,0,91,32,0,0
0,0,0,0,0,0,32,0,0
12,1,0,0,0,0,20,0,0
236,1,0,73,0,73,20,0,0
124,0,0,86,0,86,20,0,0
4,1,1,0,0,0,24,0,0
0,0,0,0,0,0,32,0,0
236,3,0,50,0,50,20,0,0
0,0,0,0,0,0,32,0,0
7570,14,1,465.4615385,690.2762268,0,20,87737.80941,210852
212,1,0,69,0,69,20,0,0
172,1,0,53,0,53,32,0,0
18,1,0,6,0,6,20,0,0
0,0,0,0,0,0,32,0,0
4,1,1,0,0,0,24,0,0
16,1,1,6,0,6,24,0,0
648,1,0,277,0,277,20,0,0
1905,4,1,39,118.8343385,0,32,69608.03509,267748
212,1,0,81,0,81,20,0,0
12,1,0,0,0,0,20,0,0
165,0,0,113,0,113,32,0,0
140,0,0,78,0,78,20,0,0
398,1,0,165,0,165,20,0,0
169,0,0,128,0,128,32,0,0
528,3,0,188,0,188,32,0,0
200,1,0,66,0,66,32,0,0
312,1,0,124,0,124,20,0,0
432,1,0,132,0,132,20,0,0
12,1,0,0,0,0,20,0,0
2282,12,1,137.3846154,491.7468079,0,20,8195.763387,47655
250,1,0,88,0,88,20,0,0
12,0,0,6,0,6,20,0,0
9597,6,1,375.7777778,577.0257312,0,20,0,0
1449,3,1,81.22222222,191.7392616,0,32,0,0
3388,1,0,1442,0,1442,20,0,0
0,0,0,0,0,0,32,0,0
10104,10,1,604.9090909,1009.026507,0,32,0,0
152,0,0,108,0,108,32,0,0
12,1,0,0,0,0,20,0,0
11422,10,1,586.7058824,702.1690292,2,20,0,1417594
314,1,0,110,0,110,32,0,0
550,1,0,237,0,237,32,0,0
236,1,0,73,0,73,32,0,0
163,0,0,112,0,112,32,0,0
226,0,0,177,0,177,20,0,0
328,1,0,90,0,90,20,0,0
0,0,0,0,0,0,32,0,0
12,0,0,6,0,6,20,0,0
248,1,0,86,0,86,32,0,0
160,1,0,48,0,48,20,0,0
88,0,0,52,0,52,32,0,0
12,0,0,6,0,6,20,0,0
43,2,0,0,0,0,20,0,0
12,1,0,0,0,0,20,0,0
0,0,0,0,0,0,32,0,0
2735,13,1,140.6363636,330.8716587,0,20,320931.7264,538938
12,1,0,0,0,0,20,0,0
0,0,0,0,0,0,32,0,0
0,0,0,0,0,0,32,0,0
312,1,0,111,0,111,32,0,0
3559,7,1,636,757.5711188,0,20,0,0
11114,15,1,539.6842105,663.6793112,0,20,53116.44719,139909
72390,37,1,1299.365385,740.4772978,0,20,0,0
2206,1,1,197.1111111,591.3333333,0,32,18155.89307,80283
241237,14,1,1435.8,897.7327961,0,32,0,0
138,0,0,100,0,100,20,0,0
212,1,0,61,0,61,20,0,0
296,1,0,106,0,106,20,0,0
271,0,0,218,0,218,20,0,0
250,1,0,91,0,91,32,0,0
318,1,0,125,0,125,20,0,0
730,3,0,271,0,271,20,0,0
2117,15,1,106.5333333,279.9269973,0,20,115407.4421,406450
0,0,0,0,0,0,32,0,0
7032,15,1,394.0666667,585.1458264,2,20,176084.1185,482544
1181,1,1,53.28571429,199.3768865,0,32,17284.55919,93870
0,0,0,0,0,0,32,0,0
12,1,0,0,0,0,20,0,0
3821,8,1,687.6,1252.223143,0,20,0,583576
0,0,0,0,0,0,32,0,0
286,1,0,103,0,103,32,0,0
138,0,0,100,0,100,20,0,0
33100,5,1,883.2857143,899.0592983,0,32,195533.4278,713780
0,0,0,0,0,0,32,0,0
0,0,0,0,0,0,32,0,0
204,1,0,67,0,67,20,0,0
194,0,0,139,0,139,20,0,0
12,1,0,0,0,0,20,0,0
0,0,0,0,0,0,32,528.0337742,24614
12,1,0,0,0,0,20,0,0
408,1,0,153,0,153,20,0,0
202,0,0,162,0,162,20,0,0
427,0,0,385,0,385,20,0,0
242,1,0,85,0,85,32,0,0
2710,2,1,455.6,660.1990609,0,20,0,0
66447,23,1,1691.897436,727.1117989,0,20,0,0
185,0,0,143,0,143,20,0,0
4107,7,1,619.3333333,679.9090135,0,20,0,170982
5204,6,1,402.3,624.6419508,0,20,0,0
443228,156,1,2102.657143,853.614839,0,20,0,0
24273,9,1,761.4230769,783.2657875,0,32,598608.3167,1008439
37,1,0,6,0,6,32,0,0
12,1,0,0,0,0,20,0,0
382,1,0,131,41.01219331,102,20,0,23168
12,0,0,6,0,6,20,0,0
12,0,0,6,0,6,20,0,0
4436,8,1,444,818.4291574,0,20,51987.06845,133561
12,0,0,6,0,6,20,0,0
114044,40,1,1059.290909,1063.199098,2,20,0,3522756
266,3,0,63,0,63,20,0,0
4482,6,1,481.2857143,620.8026295,0,20,0,0
0,0,0,0,0,0,32,0,0
334,1,0,132,0,132,32,0,0
65,2,0,0,0,0,20,0,0
184,1,0,60,0,60,32,0,0
1033,4,1,49.8,100.1908179,2,20,0,125576
4106,7,1,619.3333333,679.9090135,0,20,0,181996
12,1,0,0,0,0,20,0,0
125,0,0,82,0,82,32,0,0
512,1,0,192,0,192,20,0,0
270,1,0,6,0,6,20,0,0
256,1,0,72,18.38477631,59,20,0,60365
5597,8,1,867.5,883.0519237,0,20,0,546941
12,1,0,0,0,0,20,0,0
12,1,0,0,0,0,20,0,0
163,0,0,112,0,112,32,0,0
0,0,1,0,0,0,32,0,0
404,1,0,171,0,171,20,0,0
184,0,0,121,0,121,32,0,0
16810,4,1,672.8333333,806.0718852,0,32,34473.20573,134592
12,1,1,2,3.464101615,0,20,0,0
751,3,1,38,76,0,32,0,0
0,0,0,0,0,0,32,0,0
156,0,0,106,0,106,20,0,0
444,1,0,175,0,175,32,0,0
336,1,0,127,0,127,20,0,0
12,0,0,6,0,6,20,0,0
137,0,0,94,0,94,32,0,0
1928,18,1,43.23529412,130.724677,0,20,19443.11416,82510
111,3,1,4.333333333,3.785938897,0,20,0,0
89,2,0,6,0,6,20,0,0
5960,13,1,327.4,574.8932572,0,20,632774.8155,1600272
21438,24,1,763.2962963,912.4915938,2,20,98016.88011,429252
330,1,0,126,0,126,32,0,0
336,1,0,127,0,127,32,0,0
160,1,0,48,0,48,32,0,0
400,1,0,164,0,164,20,0,0
12,1,0,0,0,0,20,0,0
188,1,0,55,0,55,32,0,0
6536,8,1,727.625,953.0415877,0,20,0,0
127441,7,1,1232.435644,635.2449987,0,32,531216.2087,1876600
0,0,0,0,0,0,32,0,0
264,1,0,105,0,105,20,0,0
61,4,0,0,0,0,20,0,0
12,0,0,6,0,6,20,0,0
77,2,0,0,0,0,32,0,0
7752,20,1,315.2380952,564.2263646,0,20,191950.1775,699146
12,1,0,0,0,0,20,0,0
153,0,0,107,0,107,32,0,0
216606,87,1,1703.693548,856.7375933,0,20,317355.8366,649912
248,1,0,0,0,0,20,0,0
126,0,0,77,0,77,20,0,0
210,0,0,161,0,161,32,0,0
0,0,0,0,0,0,32,0,0
256,1,0,72,0,72,20,0,0
12,0,0,6,0,6,20,0,0
188,1,0,55,0,55,20,0,0
0,0,0,0,0,0,32,0,0
131,0,0,92,0,92,20,0,0
194,0,0,130,0,130,32,0,0
260,1,0,101,0,101,20,0,0
336,1,0,127,0,127,20,0,0
30792,31,1,679.8095238,651.8643521,0,20,361739.839,738636
12,1,0,0,0,0,20,0,0
324,1,0,132,0,132,32,0,0
206,0,0,156,0,156,20,0,0
149,0,0,100,0,100,20,0,0
0,0,0,0,0,0,32,0,0
12,1,0,0,0,0,20,0,0
9588,4,1,461.8823529,802.158641,0,32,1483706.986,4219965
742,15,1,16.78571429,61.10039478,0,20,22742.04452,98439
214,0,0,158,0,158,20,0,0
222,0,0,74,0,74,32,1.414213562,51
212,1,0,74,0,74,32,0,0
246,1,0,94,0,94,20,0,0
0,0,0,0,0,0,32,0,0
12,0,0,6,0,6,20,0,0
62848,1,1,1487.214286,1174.796537,0,32,19561.71667,88096
0,0,0,0,0,0,32,0,0
0,0,0,0,0,0,32,0,0
12,1,0,0,0,0,20,0,0
0,0,0,0,0,0,32,0,0
192,1,0,48,0,48,20,0,0
2999,1,1,452,616.1519293,0,32,0,0
0,0,0,0,0,0,32,0,0
0,0,0,0,0,0,32,0,0
184,3,0,23,0,23,32,0,0
16548,22,1,552.3913043,834.4521741,0,20,45065.13181,187221
253,0,0,193,0,193,20,0,0
9416,33,1,160.2380952,317.9740601,0,20,0,0
244,1,0,85,0,85,20,0,0
12,0,0,6,0,6,20,0,0
12,0,0,6,0,6,20,0,0
216,1,0,68,0,68,20,0,0
158,2,0,41,0,41,32,0,0
9251,23,1,327.75,566.7532436,0,20,76226.22839,280126
264,1,0,96,0,96,20,0,0
300,1,0,117,0,117,20,0,0
380,1,0,145,0,145,32,0,0
568,2,0,139.6666667,54.24327915,80,20,9295.625745,60678
2720,3,1,570.25,1131.168238,2,20,0,0
650,12,0,0,0,0,20,0,0
181,0,0,136,0,136,32,0,0
232,1,0,80,0,80,20,0,0
288,1,0,100,0,100,32,0,0
574,3,0,187,0,187,20,0,0
174,0,0,129,0,129,32,0,0
174,0,0,112,0,112,20,0,0
1513,15,1,70.35714286,261.5302916,0,20,178519.6484,623235
5632,5,1,705,814.0638796,0,20,0,0
18,1,0,6,0,6,20,0,0
188,1,0,55,0,55,20,0,0
238,0,0,182,0,182,20,0,0
0,0,0,0,0,0,32,0,0
0,0,0,0,0,0,32,0,0
374,1,0,134,0,134,20,0,0
12,1,0,0,0,0,20,0,0
322,1,0,123,0,123,32,0,0
12,1,0,0,0,0,20,0,0
18,0,0,6,0,6,20,0,0
12,0,0,6,0,6,20,0,0
8277,3,1,427.7058824,815.6836676,0,32,54122.21903,165696
197,0,0,139,0,139,32,0,0
12,0,0,6,0,6,20,0,0
190,1,0,65,0,65,32,0,0
96,0,0,48,0,48,32,0,0
11020,5,1,491.6666667,815.7728202,0,32,2202359.708,7328494
7293,20,1,310.5789474,614.1811455,0,20,1468769.894,4895315
300,1,0,119,0,119,20,0,0
92,1,0,23,0,23,32,0,0
348,1,0,127,0,127,20,0,0
200,1,0,66,0,66,32,0,0
240,1,0,68,0,68,20,0,30740
264,3,0,74,0,74,20,0,0
0,0,0,0,0,0,32,0,0
0,0,0,0,0,0,32,0,0
282,1,0,103,0,103,20,0,0
49,2,0,6,0,6,20,0,0
370,1,0,152,0,152,20,0,0
114,0,0,65,0,65,20,0,0
324,1,0,132,0,132,32,0,0
336,1,0,127,0,127,44,0,0
2397,1,1,178.4545455,591.8667694,0,32,9057.3978,47227
573,2,0,129.3333333,58.53488988,72,32,26208.91284,37542
0,0,0,0,0,0,32,0,0
320,1,0,128,0,128,20,0,0
10716095,2626,1,2176.361581,850.0393611,0,20,453284.6983,1311545
7060,10,1,809.75,659.5552073,0,20,0,0
258,1,0,98,0,98,32,0,0
12,0,0,6,0,6,20,0,0
352,1,0,137,0,137,32,0,0
300,1,0,121,0,121,32,0,0
5393,20,1,193.45,437.3576731,0,20,377572.9456,1345560
1511,4,1,35.22222222,111.5682622,0,32,136367.5125,561207
380,3,0,82,0,82,20,0,0
31,0,0,0,0,0,32,0,0
290,1,0,102,0,102,20,0,0
246,1,0,90,0,90,32,0,0
919,5,1,30.55555556,89.80689159,0,20,73228.34436,161798
38308,19,1,842.3902439,775.2678208,0,20,0,1679337
162,0,0,111,0,111,32,0,0
124,0,0,78,0,78,20,0,0
0,0,0,0,0,0,20,0,0
31,1,0,0,0,0,20,0,0
5851,4,1,567.3333333,977.4178994,0,20,0,814616
296,1,0,90,0,90,20,0,0
292,1,0,105,0,105,20,0,0
45115,3,1,1033.465116,608.3316118,0,32,67468.47635,228039
236,1,0,83,0,83,32,0,0
224,1,0,72,0,72,20,0,0
358,1,0,132,0,132,32,0,0
312,1,0,118,0,118,32,0,0
250,1,0,82,0,82,20,0,0
3029,12,0,0,0,0,32,0,0
752,3,0,134,76.21023553,68,20,0,171
169,2,0,46,0,46,20,0,19788
0,0,0,0,0,0,20,0,0
212,1,0,61,0,61,20,0,0
451,2,1,33.6,59.34054263,0,32,0,0
13371,5,1,1153.363636,1003.953413,0,32,0,0
0,0,0,0,0,0,20,0,0
0,0,0,0,0,0,32,0,0
31,1,0,0,0,0,20,0,0
0,0,1,0,0,0,20,0,0
68908,6,1,1417.104167,624.0560613,0,32,0,0
192,1,0,48,0,48,32,0,0
358,1,0,143,0,143,20,0,0
0,0,0,0,0,0,20,0,0
600,5,0,50,0,50,20,0,0
270,1,0,102,0,102,32,0,0
490,1,0,211,0,211,20,0,0
4196,3,1,641.6666667,676.5351925,0,32,0,124782
296,1,0,119,0,119,20,0,0
0,0,0,0,0,0,32,0,0
0,0,0,0,0,0,32,0,0
7856,4,1,690.2,655.5645235,0,20,0,0
286,1,0,99,0,99,20,0,0
169,2,0,46,0,46,20,0,87874
236,1,0,91,0,91,32,0,0
6144,9,1,233.2380952,443.4532562,0,20,65991.44746,392351
0,0,0,0,0,0,20,0,0
128,0,0,72,0,72,32,0,0
378,1,0,139,0,139,32,0,0
510,1,0,225,0,225,32,0,0
6218,2,1,518,802.4821493,0,32,0,0
46063,4,1,1757.48,1183.982866,0,20,0,0
803,3,1,42,84,0,32,0,164849
0,0,0,0,0,0,32,0,0
624,1,0,284,0,284,32,0,0
14938,10,1,710.1538462,801.2267517,0,20,0,0
0,0,0,0,0,0,20,0,0
31,1,0,0,0,0,20,0,0
141,0,0,85,0,85,32,0,0
0,0,0,0,0,0,20,0,0
276,1,0,94,0,94,20,0,0
792,3,1,39.25,78.5,0,20,0,252560
320,1,0,130,0,130,32,0,0
31,0,0,0,0,0,32,0,0
326,1,0,112,0,112,20,0,0
196,1,0,57,0,57,32,0,0
6096,3,1,1148.4,1864.353185,0,20,0,200229
290,1,0,99,0,99,20,0,0
306,1,0,110,0,110,32,0,0
0,0,0,0,0,0,32,0,0
5492,3,1,480.4285714,624.2675327,0,20,0,0
0,0,0,0,0,0,20,0,0
5574,3,1,453.4,596.1098333,0,20,0,0
222,1,0,81,0,81,20,0,0
0,0,0,0,0,0,20,0,0
0,0,0,0,0,0,20,0,0
206,0,0,143,0,143,20,0,0
448,1,0,190,0,190,20,0,0
165,0,0,110,0,110,32,0,0
4077,3,1,618.3333333,674.5504182,0,32,0,0
1115,1,1,75.5,151,0,32,0,0
308,1,0,117,0,117,20,0,0
0,0,0,0,0,0,32,0,0
0,0,0,0,0,0,20,0,0
144,0,0,100,0,100,20,0,0
31,1,0,0,0,0,20,0,0
74,1,0,0,0,0,32,0,0
4471,4,1,358.4545455,555.6996246,0,20,0,0
349,1,0,125,4.242640687,122,32,0,48295
124,1,0,0,0,0,32,0,0
0,0,0,0,0,0,32,0,0
100,0,0,58,0,58,20,0,0
511,2,0,115,43,80,20,0,3886705
0,0,0,0,0,0,20,0,0
0,0,0,0,0,0,20,0,0
166,0,0,124,0,124,20,0,0
0,0,0,0,0,0,32,0,0
594,1,0,246,0,246,20,0,0
96,0,0,48,0,48,32,0,0
5806,8,0,92,104.9444297,0,20,542819.2916,1418933
268,3,0,70,0,70,20,0,0
31,0,0,0,0,0,32,0,0
496,1,0,214,0,214,32,0,0
40346,4,1,1460.222222,1923.058948,0,32,121931.855,492781
780,5,0,62,0,62,32,0,0
258,0,0,200,0,200,32,0,0
176,1,0,52,0,52,20,0,0
536,1,0,198,0,198,32,0,0
4146,5,1,570.5,841.1296571,0,32,0,0
92,1,0,23,0,23,32,0,0
3706,3,1,778.5,745.9354306,0,20,0,648073
176,1,0,52,0,52,20,0,0
208,1,0,60,0,60,32,0,0
0,0,0,0,0,0,20,0,0
0,0,0,0,0,0,32,0,0
1183,1,1,53.28571429,199.3768865,0,32,17239.53673,93724
5828,3,1,664.875,1145.229663,0,20,0,0
0,0,0,0,0,0,20,0,0
0,0,1,0,0,0,40,0,0
0,0,0,0,0,0,20,0,0
0,0,0,0,0,0,20,0,0
169,2,0,46,0,46,20,0,0
92,1,0,23,0,23,32,0,0
74,1,0,0,0,0,32,0,0
17985,4,1,695.5,857.2526054,0,20,0,4910197
26235,30,1,161.1111111,108.3849694,0,20,3647819.927,13700000
356,1,0,122,0,122,20,0,0
2210,12,1,126.3571429,472.7851369,0,20,46306.66796,177000
4076,3,1,742,923.7705343,0,20,0,0
751,3,1,38,76,0,20,0,335123
779,12,1,29.84615385,107.6118381,0,20,25841.00245,120562
2096,4,1,57.29411765,158.1679348,0,20,23962.98548,97285
60367,6,1,1606.054054,847.059192,0,32,0,0
474,1,0,207,0,207,20,0,0
472,1,0,159,0,159,32,0,0
125,0,0,87,0,87,32,0,0
0,0,0,0,0,0,20,0,0
94,0,0,55,0,55,20,0,0
3637,3,1,823,1489.043093,0,20,0,185459
420,1,0,169,0,169,40,0,0
0,0,0,0,0,0,20,0,0
344,1,0,128,0,128,32,0,0
192,1,0,56,0,56,32,0,0
37,0,0,0,0,0,32,0,0
326,1,0,132,0,132,20,0,0
517,1,1,0,0,0,32,0,0
278,1,0,107,0,107,20,0,0
